,city,community,latitude,longitude,type,price,address,beds,sq_feet,baths,cats,dogs,utilities_included
0,Calgary,Brentwood,51.0870659,-114.1281359,Parking Spot,100,,,,,,,
1,Calgary,Banff Trail,51.0811093,-114.1212399,Parking Spot,110,,,,,,,
2,Calgary,Downtown,51.0417422,-114.080513,Parking Spot,100,825-12TH AVE. S.W.,,,,,,
3,Calgary,Silver Springs,51.0983884,-114.183343,Storage,110,,,,,,,
4,Calgary,Bankview,51.0306408,-114.106717,Parking Spot,75,1940 26 Avenue Southwest,,,,,,
5,Calgary,Bearspaw,51.162839,-114.247508,Storage,1,24159 Aspen Drive Calgary Alberta,,,,,,
6,Calgary,Beltline,51.0399095,-114.0831492,Parking Spot,100,927 14 Avenue Southwest,,,,,,
7,Calgary,Highland Park,51.08393283,-114.0661103,Parking Spot,100,,,,,,,
8,Calgary,St Andrews Heights,51.06574,-114.12963,Parking Spot,100,1540 29 St NW,,,,,,
9,Calgary,Country Hills,51.1515284,-114.0127794,Office Space,18,90 Freeport Boulevard Northeast,,,,,,
10,Calgary,Bridlewood,50.8997622,-114.1176386,Apartment,,16969 24 Street Southwest,1,,1,0,0,['']
11,Calgary,Lower Mount Royal,51.0369876,-114.0790484,Parking Spot,250,1720 7 Street Southwest,,,,,,
12,Calgary,Downtown,51.0473651,-114.0862571,Parking Spot,200,683 10 Street Southwest,,,,,,
13,Calgary,Banff Trail,51.0681669,-114.1111317,Parking Spot,225,,,,,,,
14,Calgary,Downtown,51.047001,-114.058828,Parking Spot,250,221 6 Avenue Southeast,,,,,,
15,Calgary,Downtown,51.0470546,-114.0590122,Parking Spot,250,221 6Ave SE,,,,,,
16,Calgary,Crescent Heights,51.0657376,-114.067266,Parking Spot,220,239 15 Avenue Northwest,,,,,,
17,Calgary,Seton,50.8765502,-113.9515687,Parking Spot,150,"19621 40 St SE, Calgary, AB",,,,,,
18,Calgary,Varsity,51.10272299,-114.1621741,Parking Spot,200,5200 53 Ave NW,,,,,,
19,Calgary,Victoria Park,51.039685,-114.062642,Parking Spot,200,101 - 112 14 AVE SE,,,,,,
20,Calgary,Beltline,51.0400384,-114.0707452,Parking Spot,180,340 14 Avenue Southwest,,,,,,
21,Calgary,Forest Heights,51.0403737,-113.9625431,Storage,250,1516 49 Street Southeast,,,,,,
22,Calgary,Downtown,51.0478573,-114.0866807,Parking Spot,250,1111 6 Ave SW,,,,,,
23,Calgary,Tuxedo Park,51.0708182,-114.0662834,Storage,200,240 20 Avenue Northwest,,,,,,
24,Calgary,Ogden,50.9875263,-114.0076392,Storage,275,7215 21A Street Southeast,,,,,,
25,Calgary,Victoria Park,51.0396851,-114.0626432,Parking Spot,195,112 14 AVE SE,,,,,,
26,Calgary,Downtown,51.047062,-114.0590197,Parking Spot,300,221 6 Ave SE,,,,,,
27,Calgary,Glenbrook,51.0251195,-114.1499865,Storage,350,,,,,,,
28,Calgary,Forest Lawn,51.035303,-113.9696824,Storage,429,2028 44 Street Southeast,,,,,,
29,Calgary,Renfrew,51.0652904,-114.0349566,Storage,400,1159 15 Avenue Northeast,,,,,,
30,Calgary,Dover,51.025629,-113.980961,Storage,350,67 Dovercliffe Way Southeast,,,,,,
31,Calgary,Bankview,51.0367261,-114.0956571,Parking Spot,300,1430 19 Avenue Southwest,,,,,,
32,Calgary,Southwood,50.95702,-114.08473,Storage,350,,,,,,,
33,Calgary,Ogden,50.9812248,-114.0092788,Storage,350,,,,,,,
34,Calgary,Downtown,51.04483824,-114.0656639,Office Space,300,1 St SW,,,,,,
35,Calgary,Erin Woods,51.02364778,-113.9650728,Parking Spot,500,,,,,,,
36,Calgary,Highland Park,51.0947757,-114.0614205,Room For Rent,500,,1,,1,0,0,['See Full Description']
37,Calgary,Killarney,51.0243185,-114.1370036,Storage,500,3234 Kinsale Road Southwest,,,,,,
38,Calgary,Marlborough,51.0573345,-113.99018,Office Space,500,102 - 3016 5 Avenue Northeast,,,,,,
39,Calgary,Deer Run,50.916862,-114.0105976,Room For Rent,550,7 Deer Run Place Southeast,1,,1,0,0,"['Heat', 'Electricity', 'Water', ' ', 'Internet']"
40,Calgary,Rundle,51.0754559,-113.9470564,Room For Rent,500,2617 60 Street Northeast,1,,1,0,0,"['Heat', 'Internet', 'Electricity', 'Water', 'See Full Description']"
41,Calgary,Varsity,51.088088,-114.141639,Room For Rent,575,,1,,1,0,0,['']
42,Calgary,South Calgary,50.9675034,-113.9787103,Office Space,475,4046 96 Avenue Southeast,,,,,,
43,Calgary,Manchester,51.0103058,-114.0355336,Office Space,500,,,,,,,
44,Calgary,Huntington Hills,51.1193979,-114.0663417,Storage,500,304 Huntridge Road Northeast,,,,,,
45,Calgary,Dover,51.0204427,-113.9845552,Room For Rent,720,,1,1062,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'See Full Description', 'Cable']"
46,Calgary,Banff Trail,51.0791224,-114.1201076,Room For Rent,675,3427 Exshaw Rd NW,5,1080,2,0,0,"['Heat', 'Electricity', 'Water']"
47,Calgary,Penbrooke Meadows,51.05342012,-113.9429541,Room For Rent,650,248 Pensville close SE,1,,1.5,0,0,"['Heat', 'Electricity', 'Water', 'Internet', 'See Full Description']"
48,Calgary,Whitehorn,51.08407503,-113.9748043,Room For Rent,650,,1+den,1200,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet', 'Cable']"
49,Calgary,Dalhousie,51.1099071,-114.1595428,Room For Rent,730,,4,,2,0,0,['See Full Description']
50,Calgary,Redstone,51.1681172,-113.9654607,Room For Rent,650,,1,,2,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet']"
51,Calgary,Banff Trail,51.0711944,-114.1141235,Basement,700,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
52,Calgary,Bowness,51.0899034,-114.1959889,Room For Rent,600,,1,950,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet', '']"
53,Calgary,Varsity,51.0879561,-114.1423722,Room For Rent,600,,2,,2,0,0,['Internet']
54,Calgary,Saddle Ridge,51.13141247,-113.9327416,Room For Rent,650,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet', '']"
55,Calgary,Cornerstone,51.1576913,-113.924439,Room For Rent,650,,1,,1,0,0,"['Electricity', 'Internet', 'Water']"
56,Calgary,Brentwood,51.0934762,-114.1304757,Room For Rent,725,3 Braden Crescent Northwest,1,,2,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water']"
57,Calgary,Dalhousie,51.1001567,-114.1504912,Room For Rent,675,107 - 4935 Dalton Drive,4,,3.5,0,0,['Water']
58,Calgary,Kingsland,50.9858169,-114.0781283,Room For Rent,600,,1,,1,0,0,"['Heat', 'Internet', 'Electricity', 'Water']"
59,Calgary,Panorama Hills,51.1667838,-114.0705529,Room For Rent,700,210 Panatella Park Northwest,2,,2.5,0,0,['Internet']
60,Calgary,Tuxedo,51.0770967,-114.0583056,Room For Rent,650,,3,1500,1,0,0,"['Heat', 'Water', 'Electricity', 'Internet', 'Cable']"
61,Calgary,Shawnee Slopes,50.9219684,-114.0816077,Room For Rent,700,,3,450,2,0,0,"['Heat', 'Water']"
62,Calgary,Oakridge,50.9705889,-114.1195681,Room For Rent,600,,1,,1,0,0,['']
63,Calgary,Millrise,50.9149273,-114.0929219,Room For Rent,700,458 Millrise Drive Southwest,1,1100,1.5,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
64,Calgary,Coventry Hills,51.1641372,-114.0674265,Room For Rent,720,168 Coventry Hills Drive Northeast,1,1600,1,0,0,['Internet']
65,Calgary,Bridlewood,50.895151,-114.1012222,Room For Rent,700,,1,,1,0,0,"['Electricity', 'Water', 'Internet', 'Heat']"
66,Calgary,Thorncliffe,51.10640665,-114.0660682,Room For Rent,700,,1,1300,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
67,Calgary,Brentwood,51.0914966,-114.1311602,Room For Rent,685,,1,,2,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water', 'See Full Description']"
68,Calgary,Ogden,50.9998196,-114.0160483,Room For Rent,720,6044 18 Street Southeast,1,,1,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water']"
69,Calgary,Vista Heights,51.0739668,-114.0148922,Room For Rent,700,2211 19 Street Northeast,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'See Full Description']"
70,Calgary,Lakeview,51.00435939,-114.1344643,Room For Rent,700,,1,2500,2,0,0,"['Heat', 'Electricity', 'Water', 'Internet', '']"
71,Calgary,Crestmont,51.0857883,-114.2683921,Room For Rent,700,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet', 'See Full Description']"
72,Calgary,University Heights,51.0710459,-114.1292418,Room For Rent,700,,5,,2.5,0,0,['']
73,Calgary,Applewood,51.038518,-113.934408,Room For Rent,725,,1,,1,0,0,"['Heat', 'Cable', 'Internet', 'Water', 'Electricity']"
74,Calgary,Hawkwood,51.1363583,-114.1775417,Room For Rent,600,90 Hawkmount Green NW,3+den,2300,2.5,0,0,['']
75,Calgary,Cityscape,51.14703,-113.96282,Room For Rent,650,209 - 209 Cityscape Boulevard Northeast,1,,1,0,0,['See Full Description']
76,Calgary,Glenbrook,51.02694761,-114.1468307,Room For Rent,650,,3,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
77,Calgary,Thorncliffe,51.1060751,-114.0627836,Room For Rent,650,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'See Full Description', 'Internet']"
78,Calgary,Dover,51.02959508,-113.9827188,Room For Rent,700,3407 Doverthorn Rd SE,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'See Full Description']"
79,Calgary,Citadel,51.1422806,-114.1787636,Room For Rent,600,,1,2100,1,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet', 'See Full Description']"
80,Calgary,Dover,51.0295996,-113.9944181,Room For Rent,650,86 Dover Mews,1,,1,0,0,['Internet']
81,Calgary,Edgemont,51.1248426,-114.1454221,Room For Rent,700,199 Edendale Way NW,5+den,3000,4,0,0,['See Full Description']
82,Calgary,Falconridge,51.09952381,-113.949653,Room For Rent,725,,3,,2,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet', '']"
83,Calgary,Renfrew,51.065274,-114.0539,Room For Rent,650,,1,1100,1,0,0,"['', 'Water']"
84,Calgary,Charleswood,51.0939659,-114.1160564,Room For Rent,680,,6,3000,4,0,0,"['Heat', 'Electricity', 'Water', 'Internet', 'See Full Description']"
85,Calgary,Radisson Heights,51.0389214,-113.9962306,Room For Rent,650,2732 16 Avenue Southeast,2,,1,0,0,['Internet']
86,Calgary,MacEwan,51.1337835,-114.1076417,Room For Rent,725,123 Macewan Glen Close Northwest,2,,1,0,0,['']
87,Calgary,Sage Hill,51.17662395,-114.1446492,Room For Rent,680,,1,,1,0,2,"['Heat', 'Electricity', 'Water', 'Internet']"
88,Calgary,Penbrooke Meadows,51.0520112,-113.9486254,Room For Rent,660,,3,1072,1,0,0,"['Internet', '']"
89,Calgary,Coventry Hills,51.1614049,-114.0618066,Room For Rent,700,,1,,1,0,0,"['Internet', 'Cable', 'See Full Description']"
90,Calgary,Auburn Bay,50.8854823,-113.945515,Room For Rent,650,,1,1750,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'See Full Description']"
91,Calgary,Briar Hill,51.0654694,-114.1125969,Room For Rent,625,,1,,2,0,0,['']
92,Calgary,Beddington,51.126534,-114.0903565,Room For Rent,700,7 Bermondsey Place Northwest,3,1600,2,2,2,['Internet']
93,Calgary,Radisson Heights,51.041775,-113.9998794,Room For Rent,700,,1,,1,0,0,"['Heat', 'Electricity', 'Water']"
94,Calgary,Haysboro,50.9776638,-114.0770733,Room For Rent,700,,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'See Full Description']"
95,Calgary,Varsity,51.0945142,-114.1535518,Room For Rent,700,4612 Voyageur Drive Northwest,1,2400,3,0,0,['See Full Description']
96,Calgary,Varsity,51.0901955,-114.1432993,Room For Rent,700,,3,1300,1.5,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water']"
97,Calgary,Legacy,50.8546688,-114.0008192,Room For Rent,700,Legacy Glen Green SE,1,,1,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water', 'See Full Description']"
98,Calgary,MacEwan,51.1372262,-114.1177151,Room For Rent,700,,1,850,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
99,Calgary,Sandstone,51.1374727,-114.0971612,Room For Rent,750,,1,,1,0,0,"['Internet', 'Heat', 'Electricity', 'Water']"
100,Calgary,Brentwood,51.0895473,-114.129115,Room For Rent,850,3024 Blakiston Drive Northwest,2,,2,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
101,Calgary,Sundance,50.90011,-114.04242,Room For Rent,750,,1,,1,0,0,"['Cable', ' ', 'Internet', 'Heat', 'Electricity', 'Water']"
102,Calgary,Varsity,51.0877334,-114.1392377,Room For Rent,850,,3,1282.05,3.5,0,0,"['See Full Description', 'Heat', 'Electricity', 'Water', 'Internet']"
103,Calgary,Killarney,51.0350942,-114.1386593,Room For Rent,800,,1,1250,1,0,0,"['See Full Description', 'Heat', 'Electricity', 'Water', 'Internet', 'Cable']"
104,Calgary,Cranston,50.8895168,-113.9750635,Room For Rent,850,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet']"
105,Calgary,Brentwood,51.08899525,-114.1264554,Room For Rent,750,2935 Burgess Drive Northwest,1,,1,0,0,"['Heat', 'Cable', 'Internet', 'Electricity', 'Water', 'See Full Description']"
106,Calgary,Briar Hill,51.0645097,-114.1035311,Room For Rent,825,,1,1000,1,0,0,['']
107,Calgary,Brentwood,51.0933131,-114.1361315,Room For Rent,800,4416 Bulyea Road Northwest,5,,2,2,2,"['Heat', 'Electricity', 'Water', 'Internet']"
108,Calgary,Shawnessy,50.9098816,-114.0938549,Room For Rent,750,,1,1750,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
109,Calgary,Cougar Ridge,51.0708343,-114.2093522,Room For Rent,750,,1,,2,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
110,Calgary,Harvest Hills,51.146326,-114.0636012,Room For Rent,850,,3,,1.5,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
111,Calgary,Coventry Hills,51.1674863,-114.0459888,Room For Rent,850,,1,,1.5,0,0,"['Internet', 'See Full Description']"
112,Calgary,Whitehorn,51.0874449,-113.9863605,Office Space,875,3825 34 Street Northeast,,,,,,
113,Calgary,Edgemont,51.12619,-114.14454,Room For Rent,800,,4,2000,2,2,2,"['', 'Heat', 'Electricity', 'Water', 'Internet']"
114,Calgary,Montgomery,51.0804734,-114.1607977,Room For Rent,850,5216 Montalban Avenue Northwest,1,,1,0,0,['See Full Description']
115,Calgary,Bridlewood,50.89646474,-114.1138414,Room For Rent,750,,1,1600,1.5,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet', 'See Full Description']"
116,Calgary,Banff Trail,51.07907085,-114.1195705,Room For Rent,750,,1,160,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
117,Calgary,Sundance,50.8947619,-114.049766,Room For Rent,800,,1,,1,0,0,"['Heat', 'Internet', 'Electricity', 'Water']"
118,Calgary,Bridlewood,50.8979073,-114.0976803,Room For Rent,800,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
119,Calgary,Brentwood,51.0882393,-114.1276334,Room For Rent,875,2920 Blakiston Drive Northwest,4,1036,4,0,0,"['Heat', 'Internet', 'Electricity', 'Water']"
120,Calgary,Redstone,51.1714924,-113.9481722,Room For Rent,800,,1,150,1,0,0,"['Internet', 'Water', 'Electricity', 'Heat']"
121,Calgary,Marlborough,51.0648647,-113.9758703,Room For Rent,800,159 Marlyn Place Northeast,1,,1,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water']"
122,Calgary,Seton,50.88043287,-113.9463567,Room For Rent,845,37 - 230 Seton Passage SE,3,1487,2.5,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
123,Calgary,Silverado,50.88505893,-114.0811729,Room For Rent,750,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet', '']"
124,Calgary,Cambrian Heights,51.08086,-114.0886278,Room For Rent,850,,1,,1,0,0,"['Internet', 'See Full Description', 'Heat', 'Electricity', 'Water']"
125,Calgary,Varsity,51.095971,-114.1569826,Room For Rent,850,,3,1136,2,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
126,Calgary,Livingston,51.1852127,-114.0552386,Room For Rent,800,,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'See Full Description']"
127,Calgary,Westgate,51.0421492,-114.1553828,Room For Rent,850,1128 47 Street Southwest,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'See Full Description']"
128,Calgary,Charleswood,51.084583,-114.1217121,Room For Rent,850,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
129,Calgary,Ogden,50.9777615,-114.0017512,Basement,800,24 St SE,1,200,1,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet']"
130,Calgary,University Heights,51.0724177,-114.1279191,Room For Rent,790,2907 Underhill Dr NW,1,400,1,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet']"
131,Calgary,Copperfield,50.9178267,-113.927776,Room For Rent,850,107 Copperstone Boulevard Southeast,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
132,Calgary,Varsity,51.08833667,-114.1464237,Room For Rent,750,,1,1151,1,0,0,['See Full Description']
133,Calgary,Braeside,50.951483,-114.1003142,Room For Rent,850,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
134,Calgary,Redstone,51.1673066,-113.9499261,Room For Rent,750,,1,,1.5,0,0,"['See Full Description', 'Electricity', 'Water', 'Heat', 'Internet']"
135,Calgary,Kingsland,50.9916681,-114.0780527,Room For Rent,750,722 69 Avenue Southwest,1,1600,2.5,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
136,Calgary,Thorncliffe,51.1090239,-114.0656254,Room For Rent,750,,4,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
137,Calgary,Dalhousie,51.104434,-114.151749,Room For Rent,750,4327 Dalgetty Hill,3,1350,1.5,0,0,"['Internet', 'See Full Description']"
138,Calgary,Varsity,51.08848,-114.13701,Room For Rent,850,2306 - 3500 Varsity Dr NW,1,1100,1.5,2,2,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet']"
139,Calgary,Hillhurst,51.052238,-114.098456,Room For Rent,850,1702 Westmount Rd NW,5+den,,3,0,0,"['Heat', 'Water', 'Electricity']"
140,Calgary,Citadel,51.1377995,-114.1713021,Room For Rent,750,33 Citadel Hills Circle,3,,2,0,0,"['Heat', 'Electricity', 'Water', 'Internet', '']"
141,Calgary,North Glenmore Park,51.0079235,-114.1096763,Room For Rent,850,2104 51 Avenue Southwest,1,1400,1,0,0,"['Internet', 'Electricity', 'Water', 'Heat', 'Cable']"
142,Calgary,Kincora,51.1579928,-114.1235644,Room For Rent,750,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
143,Calgary,Citadel,51.142571,-114.1689978,Room For Rent,850,,1,1200,1,0,0,['See Full Description']
144,Calgary,Banff Trail,51.0755473,-114.1096625,Room For Rent,790,2608 Exshaw RD NW,3,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
145,Calgary,Savanna,51.1354016,-113.9539031,Room For Rent,750,,1,1505,1.5,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet', 'See Full Description']"
146,Calgary,Hawkwood,51.1305005,-114.1836072,Room For Rent,775,,4,2500,2.5,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
147,Calgary,Huntington Hills,51.1188021,-114.0763772,Room For Rent,750,,1,,1.5,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water', 'See Full Description']"
148,Calgary,Huntington Hills,51.115508,-114.066769,Basement,750,,2,250,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet', 'Cable']"
149,Calgary,Patterson,51.0572505,-114.1715833,Room For Rent,850,,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
150,Calgary,Hamptons,51.14346,-114.13559,Room For Rent,850,,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'See Full Description']"
151,Calgary,Southview,51.0354544,-113.9818891,Room For Rent,850,2017 36 Street Southeast,1,950,1.5,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'See Full Description']"
152,Calgary,Sage Hill,51.172921,-114.1515206,Room For Rent,750,,1,,1,0,0,"['Internet', 'Electricity', 'Heat', 'Water']"
153,Calgary,Brentwood,51.0873294,-114.1260064,Room For Rent,750,2816 Brentwood Boulevard Northwest,1,,1,2,0,"['Heat', 'Electricity', 'Water', 'Internet']"
154,Calgary,Panorama Hills,51.15527239,-114.0705712,Room For Rent,750,56 - Panamount Crescent NW,1,1800,1,0,0,"['Heat', 'Cable', 'Internet', 'Electricity', 'Water', 'See Full Description']"
155,Calgary,Glendale,51.0361295,-114.1415066,Office Space,750,2005 37 Street Southwest,,,,,,
156,Calgary,Evergreen Estates,50.9251341,-114.0970984,Room For Rent,890,117 Evergreen Place Southwest,1,2700,1.5,2,0,"['Heat', 'Internet', 'Electricity', 'Water']"
157,Calgary,Taradale,51.1199919,-113.9248488,Room For Rent,750,,4+den,2250,2.5,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
158,Calgary,Glamorgan,51.010672,-114.144907,Room For Rent,850,44 Glacier Dr SW,2,1000,1,0,0,['']
159,Calgary,Sandstone,51.1385865,-114.0968873,Room For Rent,750,,1,,1,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water']"
160,Calgary,Cranston,50.8631673,-113.9764283,Room For Rent,850,,1,1200,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
161,Calgary,Evanston,51.1772302,-114.1196946,Room For Rent,850,,1+den,1700,2.5,0,0,"['', 'See Full Description']"
162,Calgary,Huntington Hills,51.1242207,-114.0504944,Room For Rent,800,,1,600,1,0,0,"['Heat', 'Electricity', 'Water']"
163,Calgary,Falconridge,51.1005414,-113.9533307,Room For Rent,750,,1,1300,1,0,2,['See Full Description']
164,Calgary,Glamorgan,51.0132701,-114.1603024,Room For Rent,800,48 Glamis Green Southwest,1,,1.5,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
165,Calgary,Varsity,51.1014697,-114.1579803,Room For Rent,750,5027 Vienna Drive Northwest,4+den,6888,2,2,2,['See Full Description']
166,Calgary,Tuscany,51.1298826,-114.2472295,Room For Rent,800,,1,,1,0,0,"['Heat', 'Cable', 'Internet', 'Electricity', 'Water']"
167,Calgary,Dalhousie,51.10099407,-114.1514043,Room For Rent,840,,3,,1,2,0,"['Internet', 'Heat', 'Electricity', 'Water']"
168,Calgary,McKenzie Lake,50.901849,-113.985336,Room For Rent,850,McKenzie Dr SE,2,,1,0,2,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet']"
169,Calgary,Coventry Hills,51.1712515,-114.064946,Room For Rent,800,,1,1400,1.5,0,0,"['Electricity', 'Heat', 'Water', 'Internet', 'See Full Description']"
170,Calgary,Crescent Heights,51.0655858,-114.0614407,Room For Rent,800,,1,,1,0,0,['']
171,Calgary,Hamptons,51.144425,-114.136142,Room For Rent,850,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
172,Calgary,Glamorgan,51.0128259,-114.1450142,Room For Rent,825,,1,,2,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet']"
173,Calgary,Panorama Hills,51.1634516,-114.0726867,Room For Rent,750,307 Panatella Court Northwest,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water', 'Cable']"
174,Calgary,Ambleton,51.1849931,-114.113403,Room For Rent,850,,1,2400,1,0,0,"['Electricity', 'Heat', 'Internet', 'Water']"
175,Calgary,Millrise,50.9157473,-114.0761678,Room For Rent,800,,2,1400,2,0,0,"['Heat', 'Electricity', 'Water', 'Internet', 'Cable']"
176,Calgary,Charleswood,51.087542,-114.119741,Room For Rent,760,"3835 Charleswood Dr NW, Calgary, AB",4+den,,2,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
177,Calgary,Fairview,50.982001,-114.0562311,Room For Rent,800,,1,,1,0,2,['Internet']
178,Calgary,Royal Oak,51.1398872,-114.2198056,Room For Rent,800,22 Royal Elm Drive,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
179,Calgary,Hawkwood,51.1301275,-114.1773144,Room For Rent,850,,1,2080,1,0,0,"['Heat', 'Cable', 'Internet', 'Electricity', 'Water']"
180,Calgary,Brentwood,51.09368637,-114.132157,Room For Rent,800,,1,2000,3,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water', 'See Full Description']"
181,Calgary,Rosemont,51.0782379,-114.0900971,Room For Rent,850,,1,,1,0,0,"['Heat', 'Electricity', 'Internet', 'Water']"
182,Calgary,Kelvin Grove,50.9927657,-114.0906905,Room For Rent,800,,1,1000,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet', 'See Full Description']"
183,Calgary,Douglasdale,50.9382411,-113.9797611,Room For Rent,800,,1,,1,0,2,"['Heat', 'Electricity', 'Water', 'Internet']"
184,Calgary,Fairview,50.9798337,-114.05477,Room For Rent,800,,1,1300,2,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water']"
185,Calgary,Dover,51.0294853,-113.9932901,Townhouse,750,38 Dover Mews s.e.,3,1438,1,0,0,['']
186,Calgary,Glenbrook,51.0277618,-114.1611705,Room For Rent,800,,1,1000,1,0,0,"['Heat', 'Cable', 'Electricity', 'Internet', 'Water']"
187,Calgary,Forest Lawn,51.0392732,-113.9731657,Room For Rent,800,4231 16 ave se,1,1800,1.5,0,0,"['Heat', 'Cable', 'Electricity', 'Water', 'Internet']"
188,Calgary,Evanston,51.1798044,-114.095788,Room For Rent,750,,3,,2,0,0,['']
189,Calgary,Arbour Lake,51.1382181,-114.2097128,Room For Rent,800,119 Arbour Crest Rise Northwest,1,2234,1,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet']"
190,Calgary,Rosscarrock,51.04255,-114.1482,Room For Rent,800,,2,,1,0,0,"['Heat', 'Water', '']"
191,Calgary,Brentwood,51.0949496,-114.1255365,Room For Rent,750,B - 431 Capri Avenue Northwest,3,,2,0,0,['']
192,Calgary,Tuscany,51.1349025,-114.2387511,Room For Rent,800,Tuscany Springs Gardens NW,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
193,Calgary,Rocky Ridge,51.14519,-114.24197,Room For Rent,850,,1,2207,1.5,0,0,"['Heat', 'Electricity', 'Water', 'Internet', 'See Full Description', '']"
194,Calgary,Tuxedo Park,51.06878147,-114.1031976,Room For Rent,800,,3,1300,1,0,0,['Internet']
195,Calgary,Kincora,51.1657695,-114.1404226,Room For Rent,850,,3,,2,0,0,"['Heat', 'Electricity', 'Water', 'Internet']"
196,Calgary,Bowness,51.085655,-114.1957647,Main Floor,850,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Internet', '']"
197,Calgary,Millrise,50.9169407,-114.0852336,Room For Rent,750,,1,,1,0,0,"['Heat', 'Electricity', 'Water', 'Cable', 'Internet', 'See Full Description']"
198,Calgary,Rocky Ridge,51.1392514,-114.2404584,Condo Unit,880,,1,850,1,0,0,"['Heat', 'See Full Description', 'Water', 'Internet', 'Electricity']"
